A/D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.6,1.2,0.9333333333333333,0.8,0.6666666666666667,0.5333333333333334,0.4,0.2666666666666667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.4,1.8,1.4,1.2,1.0000000000000002,0.9000000000000001,0.8,0.7000000000000001,0.6,0.5,0.4,0.30000000000000004,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.2,2.4,1.8666666666666667,1.6,1.3333333333333333,1.2,1.0666666666666667,0.9600000000000001,0.8800000000000001,0.8,0.7200000000000001,0.6400000000000001,0.56,0.4800000000000001,0.4,0.32000000000000006,0.2666666666666667,0.2,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4.0,3.0,2.3333333333333335,2.0000000000000004,1.6666666666666665,1.4999999999999998,1.3333333333333333,1.2000000000000002,1.1,1.0000000000000002,0.9333333333333335,0.8666666666666667,0.7999999999999999,0.7333333333333333,0.6666666666666667,0.6,0.5333333333333333,0.46666666666666673,0.4,0.33333333333333337,0.2666666666666667,0.20000000000000004,0.20000000000000007,0.2,0.0,0.0,0.0,0.0,0.0,0.0
6,4.2,3.4,2.8000000000000003,2.4000000000000004,2.0,1.8,1.6,1.44,1.32,1.2,1.12,1.04,0.9714285714285712,0.9142857142857143,0.8571428571428572,0.8,0.7428571428571429,0.6857142857142857,0.6285714285714287,0.5714285714285714,0.5142857142857142,0.4571428571428573,0.4000000000000003,0.34285714285714297,0.3000000000000002,0.2666666666666667,0.2,0.20000000000000007,0.2,0.0
7,4.4,3.8000000000000003,3.2666666666666675,2.8,2.333333333333334,2.1000000000000005,1.866666666666667,1.6800000000000006,1.5399999999999998,1.4,1.3066666666666669,1.213333333333334,1.1333333333333333,1.0666666666666667,1.0000000000000002,0.9500000000000001,0.9000000000000001,0.8500000000000001,0.8,0.7499999999999999,0.7,0.6500000000000001,0.6000000000000001,0.5500000000000002,0.5000000000000001,0.45000000000000023,0.40000000000000013,0.35000000000000003,0.30000000000000004,0.26666666666666666
8,4.6,4.066666666666667,3.6,3.133333333333334,2.6666666666666665,2.400000000000001,2.1333333333333333,1.92,1.76,1.6000000000000003,1.4933333333333332,1.3866666666666667,1.2952380952380953,1.2190476190476192,1.1428571428571428,1.0857142857142859,1.0285714285714287,0.9777777777777782,0.9333333333333332,0.888888888888889,0.8444444444444446,0.8000000000000003,0.7555555555555555,0.7111111111111112,0.6666666666666665,0.6222222222222222,0.577777777777778,0.5333333333333333,0.488888888888889,0.4444444444444444
9,4.8,4.2,3.7999999999999994,3.4,3.000000000000001,2.7,2.4000000000000004,2.1599999999999997,1.9800000000000009,1.8,1.6799999999999997,1.56,1.4571428571428573,1.3714285714285717,1.2857142857142858,1.221428571428571,1.1571428571428577,1.1,1.0500000000000005,1.0,0.9600000000000001,0.9200000000000003,0.8800000000000001,0.8400000000000003,0.8000000000000003,0.7600000000000001,0.7200000000000001,0.6799999999999999,0.64,0.5999999999999999
10,5.0,4.333333333333333,4.0,3.666666666666671,3.3333333333333335,3.0000000000000004,2.6666666666666665,2.4,2.2,2.0,1.8666666666666667,1.7333333333333334,1.6190476190476193,1.5238095238095242,1.4285714285714293,1.3571428571428572,1.2857142857142858,1.2222222222222223,1.166666666666667,1.1111111111111112,1.0666666666666664,1.0222222222222226,0.9818181818181818,0.9454545454545455,0.9090909090909093,0.8727272727272739,0.8363636363636366,0.7999999999999999,0.7636363636363637,0.7272727272727274
