A/D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.7777777777777777,1.5555555555555556,1.3333333333333333,1.1111111111111114,0.962962962962963,0.8888888888888888,0.8148148148148149,0.7407407407407407,0.6666666666666667,0.5925925925925927,0.5185185185185185,0.4444444444444444,0.37037037037037035,0.2962962962962963,0.2222222222222222,0.14814814814814822,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.6666666666666665,2.3333333333333335,2.0000000000000004,1.6666666666666667,1.4444444444444446,1.3333333333333335,1.2222222222222223,1.1111111111111112,1.0,0.9444444444444444,0.8888888888888891,0.8333333333333334,0.7777777777777778,0.7222222222222223,0.6666666666666666,0.6111111111111113,0.5555555555555556,0.5,0.4444444444444444,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.2222222222222222,0.16666666666666666,0.1111111111111111,0.11111111111111112,0.0,0.0,0.0,0.0
4,3.5555555555555554,3.111111111111111,2.6666666666666665,2.2222222222222223,1.925925925925926,1.7777777777777777,1.6296296296296298,1.4814814814814816,1.3333333333333335,1.2592592592592593,1.1851851851851853,1.1111111111111112,1.037037037037037,0.9777777777777779,0.9333333333333335,0.8888888888888888,0.8444444444444444,0.8,0.7555555555555556,0.7111111111111111,0.6666666666666667,0.6222222222222222,0.5777777777777777,0.5333333333333333,0.4888888888888889,0.44444444444444453,0.3999999999999999,0.3555555555555555,0.3111111111111111,0.2666666666666667
5,4.444444444444445,3.888888888888889,3.3333333333333335,2.7777777777777777,2.407407407407408,2.2222222222222223,2.037037037037037,1.8518518518518519,1.6666666666666665,1.574074074074074,1.4814814814814816,1.388888888888889,1.2962962962962963,1.2222222222222225,1.1666666666666667,1.111111111111111,1.0555555555555556,1.0000000000000002,0.962962962962963,0.9259259259259259,0.8888888888888891,0.8518518518518519,0.8148148148148148,0.7777777777777779,0.7407407407407407,0.7037037037037038,0.6666666666666667,0.6296296296296298,0.5925925925925927,0.5555555555555556
6,5.333333333333333,4.666666666666667,4.0,3.3333333333333335,2.8888888888888893,2.666666666666667,2.4444444444444446,2.2222222222222223,2.0000000000000004,1.888888888888889,1.7777777777777777,1.6666666666666667,1.5555555555555556,1.4666666666666668,1.4000000000000001,1.3333333333333333,1.266666666666667,1.2000000000000002,1.1555555555555554,1.1111111111111112,1.0666666666666669,1.0222222222222226,0.9841269841269843,0.9523809523809523,0.9206349206349207,0.8888888888888888,0.8571428571428571,0.8253968253968252,0.7936507936507937,0.7619047619047622
7,6.222222222222223,5.444444444444445,4.666666666666667,3.8888888888888893,3.3703703703703707,3.1111111111111116,2.851851851851852,2.5925925925925926,2.333333333333334,2.203703703703704,2.0740740740740744,1.9444444444444446,1.8148148148148149,1.7111111111111115,1.6333333333333337,1.5555555555555556,1.4777777777777776,1.4,1.3481481481481485,1.2962962962962965,1.2444444444444442,1.1925925925925926,1.1481481481481481,1.1111111111111114,1.0740740740740742,1.0370370370370372,1.0000000000000002,0.9722222222222222,0.9444444444444444,0.9166666666666667
8,7.111111111111111,6.222222222222222,5.333333333333333,4.444444444444445,3.851851851851852,3.5555555555555562,3.2592592592592595,2.962962962962963,2.666666666666667,2.5185185185185186,2.3703703703703707,2.2222222222222228,2.0740740740740744,1.955555555555556,1.866666666666667,1.777777777777778,1.688888888888889,1.6,1.540740740740741,1.4814814814814814,1.422222222222222,1.3629629629629627,1.3121693121693125,1.2698412698412698,1.227513227513228,1.1851851851851851,1.142857142857143,1.1111111111111112,1.0793650793650793,1.0476190476190474
9,8.0,7.0,6.000000000000001,5.0,4.333333333333334,4.0,3.6666666666666674,3.3333333333333344,2.9999999999999996,2.8333333333333335,2.666666666666668,2.5,2.333333333333333,2.2,2.1,2.0000000000000004,1.9000000000000001,1.8000000000000003,1.7333333333333334,1.666666666666667,1.6000000000000003,1.5333333333333334,1.4761904761904763,1.4285714285714288,1.3809523809523812,1.3333333333333337,1.2857142857142858,1.2500000000000007,1.2142857142857146,1.1785714285714282
10,8.11111111111111,7.222222222222222,6.333333333333333,5.4444444444444455,4.814814814814816,4.444444444444445,4.074074074074074,3.703703703703704,3.3333333333333335,3.1481481481481484,2.962962962962963,2.7777777777777786,2.5925925925925934,2.4444444444444455,2.3333333333333335,2.2222222222222228,2.111111111111112,2.0000000000000004,1.9259259259259263,1.851851851851852,1.7777777777777783,1.703703703703704,1.6402116402116402,1.5873015873015877,1.5343915343915349,1.4814814814814814,1.4285714285714288,1.388888888888889,1.3492063492063493,1.3095238095238102
