A/D,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
1,0.8571428571428571,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1.7142857142857142,1.4285714285714286,1.1428571428571428,0.9523809523809524,0.8571428571428572,0.7619047619047619,0.6666666666666667,0.5714285714285715,0.4761904761904762,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2.5714285714285716,2.142857142857143,1.7142857142857142,1.4285714285714288,1.2857142857142858,1.1428571428571426,1.0,0.9285714285714287,0.8571428571428572,0.7857142857142856,0.7142857142857142,0.6428571428571428,0.5714285714285714,0.5,0.42857142857142855,0.3571428571428571,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,3.4285714285714284,2.857142857142857,2.2857142857142856,1.9047619047619047,1.7142857142857144,1.523809523809524,1.3333333333333335,1.2380952380952381,1.142857142857143,1.0476190476190477,0.9714285714285719,0.9142857142857141,0.8571428571428573,0.7999999999999999,0.7428571428571429,0.6857142857142858,0.6285714285714286,0.5714285714285714,0.5142857142857142,0.4571428571428572,0.4,0.34285714285714286,0.2857142857142857,0.22857142857142856,0.19047619047619047,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0
5,4.285714285714286,3.5714285714285716,2.857142857142857,2.380952380952381,2.1428571428571423,1.9047619047619047,1.6666666666666667,1.5476190476190477,1.4285714285714286,1.3095238095238095,1.2142857142857144,1.142857142857143,1.0714285714285718,1.0,0.9523809523809526,0.9047619047619049,0.8571428571428571,0.8095238095238094,0.761904761904762,0.7142857142857143,0.6666666666666667,0.6190476190476191,0.5714285714285714,0.5238095238095238,0.4761904761904762,0.4285714285714285,0.38095238095238093,0.33333333333333337,0.2857142857142857,0.23809523809523814
6,5.142857142857143,4.285714285714286,3.428571428571429,2.8571428571428577,2.5714285714285716,2.2857142857142856,2.000000000000001,1.8571428571428574,1.7142857142857144,1.5714285714285712,1.457142857142857,1.3714285714285714,1.2857142857142858,1.2000000000000002,1.142857142857143,1.0857142857142854,1.0285714285714287,0.9795918367346941,0.9387755102040816,0.8979591836734694,0.8571428571428572,0.8163265306122448,0.7755102040816326,0.7346938775510203,0.6938775510204082,0.6530612244897959,0.6122448979591838,0.5714285714285714,0.5306122448979593,0.4897959183673469
7,6.0,5.0,4.0,3.3333333333333335,3.0,2.666666666666667,2.333333333333333,2.1666666666666683,2.0,1.833333333333334,1.7000000000000006,1.5999999999999996,1.5,1.4000000000000001,1.3333333333333337,1.2666666666666668,1.2000000000000004,1.1428571428571426,1.0952380952380951,1.0476190476190474,1.0000000000000002,0.9642857142857145,0.9285714285714285,0.8928571428571433,0.8571428571428571,0.8214285714285715,0.7857142857142858,0.75,0.7142857142857144,0.6785714285714287
8,6.142857142857143,5.285714285714286,4.428571428571433,3.8095238095238098,3.4285714285714284,3.0476190476190483,2.666666666666667,2.4761904761904763,2.285714285714286,2.0952380952380953,1.942857142857143,1.8285714285714285,1.7142857142857142,1.6,1.523809523809524,1.4476190476190478,1.371428571428572,1.3061224489795922,1.251700680272109,1.197278911564626,1.1428571428571426,1.102040816326531,1.0612244897959187,1.0204081632653064,0.9841269841269842,0.9523809523809526,0.9206349206349208,0.8888888888888887,0.8571428571428571,0.8253968253968254
9,6.285714285714286,5.571428571428572,4.857142857142859,4.2857142857142865,3.8571428571428568,3.4285714285714293,3.0,2.785714285714286,2.5714285714285716,2.3571428571428568,2.1857142857142864,2.057142857142858,1.9285714285714288,1.7999999999999998,1.7142857142857146,1.6285714285714288,1.542857142857143,1.469387755102041,1.4081632653061231,1.3469387755102042,1.285714285714286,1.239795918367347,1.1938775510204083,1.1479591836734695,1.1071428571428568,1.0714285714285716,1.0357142857142856,0.9999999999999999,0.9714285714285713,0.9428571428571428
10,6.428571428571429,5.857142857142857,5.285714285714286,4.761904761904763,4.2857142857142865,3.80952380952381,3.333333333333334,3.0952380952380953,2.8571428571428577,2.6190476190476195,2.4285714285714284,2.2857142857142865,2.1428571428571423,2.0,1.904761904761905,1.8095238095238095,1.7142857142857142,1.6326530612244898,1.5646258503401365,1.4965986394557822,1.4285714285714286,1.3775510204081636,1.3265306122448979,1.2755102040816324,1.2301587301587305,1.190476190476191,1.150793650793651,1.111111111111111,1.0793650793650795,1.047619047619048
11,6.571428571428571,6.047619047619048,5.57142857142857,5.095238095238097,4.6190476190476195,4.142857142857144,3.666666666666667,3.4047619047619047,3.1428571428571423,2.880952380952381,2.671428571428571,2.514285714285715,2.3571428571428568,2.1999999999999997,2.095238095238095,1.9904761904761912,1.8857142857142857,1.7959183673469385,1.7210884353741505,1.646258503401361,1.5714285714285716,1.5153061224489799,1.4591836734693882,1.403061224489796,1.3531746031746035,1.3095238095238095,1.2658730158730167,1.222222222222222,1.1873015873015873,1.1523809523809527
12,6.714285714285714,6.142857142857143,5.714285714285714,5.2857142857142865,4.857142857142858,4.428571428571429,4.0,3.714285714285715,3.4285714285714297,3.142857142857143,2.9142857142857137,2.7428571428571433,2.5714285714285716,2.4000000000000004,2.2857142857142856,2.1714285714285713,2.0571428571428574,1.9591836734693884,1.8775510204081638,1.795918367346939,1.7142857142857149,1.6530612244897962,1.5918367346938775,1.530612244897959,1.4761904761904763,1.4285714285714286,1.3809523809523812,1.3333333333333337,1.2952380952380953,1.2571428571428571
13,6.857142857142857,6.238095238095238,5.8571428571428585,5.476190476190481,5.095238095238104,4.714285714285714,4.333333333333335,4.023809523809524,3.7142857142857153,3.4047619047619055,3.1571428571428575,2.9714285714285715,2.7857142857142856,2.600000000000013,2.4761904761904767,2.352380952380953,2.228571428571428,2.1224489795918364,2.0340136054421776,1.945578231292518,1.8571428571428574,1.790816326530612,1.7244897959183676,1.6581632653061233,1.599206349206349,1.5476190476190474,1.4960317460317472,1.4444444444444446,1.4031746031746035,1.3619047619047624
14,7.0,6.333333333333333,6.000000000000002,5.666666666666666,5.333333333333335,5.0,4.666666666666668,4.333333333333334,3.9999999999999996,3.666666666666668,3.4,3.200000000000001,2.9999999999999996,2.8,2.6666666666666674,2.5333333333333337,2.3999999999999995,2.2857142857142856,2.1904761904761907,2.0952380952380967,2.0000000000000004,1.9285714285714286,1.8571428571428572,1.785714285714286,1.7222222222222223,1.6666666666666672,1.6111111111111118,1.555555555555556,1.511111111111111,1.466666666666667
15,7.0,6.42857142857143,6.071428571428572,5.761904761904762,5.452380952380952,5.142857142857144,4.833333333333333,4.523809523809525,4.214285714285714,3.9047619047619055,3.642857142857143,3.4285714285714297,3.214285714285715,3.0000000000000004,2.8571428571428577,2.714285714285719,2.571428571428572,2.4489795918367356,2.3469387755102047,2.2448979591836737,2.142857142857143,2.0663265306122454,1.9897959183673475,1.9132653061224492,1.845238095238096,1.785714285714286,1.726190476190477,1.666666666666667,1.6190476190476188,1.5714285714285716
16,7.0,6.523809523809524,6.142857142857143,5.857142857142857,5.571428571428572,5.2857142857142865,5.0,4.714285714285714,4.428571428571428,4.142857142857143,3.8857142857142866,3.6571428571428575,3.4285714285714293,3.1999999999999997,3.0476190476190474,2.8952380952380956,2.74285714285715,2.6122448979591857,2.5034013605442174,2.394557823129252,2.285714285714288,2.204081632653063,2.1224489795918386,2.040816326530612,1.9682539682539693,1.9047619047619055,1.841269841269841,1.7777777777777781,1.7269841269841275,1.6761904761904762
17,7.0,6.6190476190476195,6.214285714285714,5.952380952380953,5.690476190476191,5.428571428571429,5.166666666666667,4.904761904761906,4.642857142857143,4.380952380952381,4.12857142857143,3.8857142857142875,3.642857142857143,3.4000000000000004,3.2380952380952386,3.0761904761904764,2.9142857142857146,2.7755102040816344,2.6598639455782322,2.544217687074831,2.4285714285714297,2.341836734693878,2.2551020408163263,2.168367346938776,2.0912698412698423,2.0238095238095237,1.9563492063492076,1.8888888888888893,1.8349206349206355,1.7809523809523804
18,7.0,6.714285714285714,6.2857142857142865,6.0285714285714285,5.785714285714288,5.542857142857145,5.300000000000001,5.057142857142856,4.814285714285714,4.571428571428572,4.328571428571429,4.085714285714287,3.8428571428571425,3.6,3.4285714285714297,3.2571428571428567,3.0857142857142854,2.938775510204082,2.816326530612244,2.6938775510204094,2.5714285714285716,2.4795918367346967,2.3877551020408165,2.2959183673469385,2.214285714285715,2.142857142857143,2.0714285714285716,2.0000000000000004,1.9428571428571424,1.8857142857142866
19,7.0,6.809523809523809,6.357142857142858,6.085714285714287,5.857142857142858,5.628571428571429,5.400000000000004,5.171428571428573,4.942857142857142,4.714285714285714,4.485714285714287,4.257142857142858,4.0285714285714365,3.8,3.619047619047619,3.438095238095238,3.2571428571428567,3.102040816326531,2.972789115646258,2.8435374149659878,2.7142857142857224,2.61734693877551,2.5204081632653073,2.423469387755101,2.337301587301588,2.2619047619047667,2.1865079365079363,2.111111111111112,2.050793650793651,1.9904761904761905
20,7.0,6.857142857142857,6.428571428571431,6.142857142857143,5.928571428571429,5.714285714285716,5.5,5.2857142857142865,5.071428571428572,4.857142857142858,4.642857142857143,4.428571428571431,4.2142857142857135,4.000000000000001,3.8095238095238098,3.61904761904762,3.4285714285714306,3.2653061224489806,3.129251700680273,2.9931972789115657,2.8571428571428577,2.7551020408163294,2.6530612244897958,2.5510204081632644,2.4603174603174596,2.38095238095238,2.301587301587306,2.222222222222223,2.158730158730159,2.0952380952380953
21,7.0,7.0,6.500000000000002,6.200000000000002,6.000000000000001,5.800000000000001,5.6000000000000005,5.3999999999999995,5.199999999999999,4.999999999999999,4.800000000000002,4.6000000000000005,4.400000000000002,4.200000000000003,4.0,3.8000000000000007,3.6000000000000005,3.4285714285714293,3.2857142857142847,3.1428571428571432,3.0000000000000013,2.8928571428571463,2.7857142857142874,2.678571428571427,2.583333333333333,2.5,2.4166666666666674,2.3333333333333344,2.2666666666666675,2.2
22,7.0,7.0,6.571428571428571,6.257142857142858,6.0476190476190474,5.857142857142858,5.666666666666666,5.476190476190478,5.2857142857142865,5.095238095238096,4.904761904761904,4.714285714285715,4.5238095238095255,4.333333333333335,4.142857142857144,3.9523809523809526,3.7619047619047623,3.5918367346938784,3.4421768707483023,3.2925170068027216,3.142857142857143,3.0306122448979598,2.918367346938774,2.8061224489795915,2.7063492063492065,2.61904761904762,2.531746031746033,2.4444444444444455,2.3746031746031755,2.3047619047619055
23,7.0,7.0,6.642857142857142,6.314285714285715,6.095238095238096,5.914285714285716,5.733333333333333,5.552380952380954,5.371428571428571,5.19047619047619,5.00952380952381,4.828571428571428,4.647619047619047,4.466666666666668,4.285714285714286,4.104761904761908,3.923809523809525,3.7551020408163267,3.5986394557823145,3.442176870748301,3.285714285714286,3.168367346938778,3.051020408163266,2.9336734693878053,2.8293650793650835,2.738095238095239,2.6468253968254087,2.5555555555555554,2.482539682539682,2.40952380952381
24,7.0,7.0,6.714285714285714,6.371428571428571,6.142857142857142,5.9714285714285715,5.8,5.62857142857143,5.457142857142857,5.2857142857142865,5.114285714285715,4.942857142857144,4.771428571428573,4.6000000000000005,4.428571428571431,4.257142857142856,4.085714285714285,3.9183673469387763,3.7551020408163263,3.591836734693876,3.4285714285714297,3.3061224489795924,3.1836734693877564,3.0612244897959187,2.952380952380953,2.85714285714286,2.761904761904762,2.6666666666666643,2.5904761904761897,2.5142857142857142
25,7.0,7.0,6.785714285714286,6.4285714285714315,6.19047619047619,6.020408163265306,5.8571428571428585,5.693877551020407,5.530612244897958,5.367346938775512,5.204081632653061,5.040816326530613,4.877551020408165,4.7142857142857135,4.551020408163265,4.387755102040816,4.22448979591837,4.061224489795919,3.897959183673468,3.7346938775510203,3.571428571428572,3.4438775510204085,3.3163265306122445,3.1887755102040813,3.075396825396826,2.976190476190476,2.8769841269841625,2.7777777777777826,2.6984126984127,2.6190476190476217
26,7.0,7.0,6.857142857142857,6.485714285714285,6.238095238095238,6.061224489795919,5.904761904761904,5.7482993197278995,5.591836734693878,5.435374149659864,5.27891156462585,5.122448979591837,4.965986394557821,4.80952380952381,4.6530612244897975,4.496598639455784,4.340136054421769,4.183673469387754,4.027210884353742,3.8707482993197284,3.7142857142857166,3.581632653061224,3.4489795918367347,3.316326530612246,3.1984126984126986,3.095238095238096,2.9920634920634903,2.888888888888942,2.8063492063492075,2.7238095238095243
27,7.0,7.0,6.857142857142858,6.542857142857143,6.285714285714286,6.1020408163265305,5.952380952380953,5.802721088435377,5.6530612244898135,5.503401360544221,5.353741496598689,5.204081632653061,5.054421768707484,4.904761904761904,4.755102040816328,4.605442176870747,4.45578231292517,4.306122448979592,4.156462585034015,4.006802721088436,3.857142857142861,3.7193877551020407,3.5816326530612246,3.4438775510204103,3.3214285714285725,3.214285714285716,3.1071428571428585,3.000000000000001,2.914285714285761,2.828571428571429
28,7.0,7.0,7.0,6.6000000000000005,6.333333333333336,6.142857142857144,6.000000000000003,5.857142857142858,5.714285714285714,5.571428571428572,5.428571428571447,5.2857142857142865,5.142857142857144,5.000000000000001,4.857142857142858,4.714285714285714,4.571428571428572,4.428571428571429,4.2857142857142865,4.142857142857142,3.9999999999999996,3.85714285714286,3.714285714285718,3.571428571428572,3.4444444444444464,3.333333333333332,3.2222222222222228,3.1111111111111107,3.0222222222222213,2.933333333333334
29,7.0,7.0,7.0,6.6571428571428575,6.3809523809523805,6.183673469387755,6.035714285714287,5.89795918367347,5.760204081632653,5.622448979591838,5.4846938775510194,5.346938775510203,5.209183673469388,5.071428571428571,4.933673469387757,4.795918367346936,4.658163265306123,4.520408163265307,4.382653061224491,4.244897959183675,4.1071428571428585,3.969387755102041,3.8316326530612255,3.6938775510204085,3.567460317460317,3.452380952380953,3.337301587301588,3.2222222222222228,3.1301587301587324,3.038095238095242
30,7.0,7.0,7.0,6.714285714285716,6.428571428571429,6.224489795918368,6.071428571428573,5.938775510204084,5.806122448979592,5.6734693877551035,5.5408163265307016,5.408163265306136,5.275510204081633,5.142857142857143,5.0102040816326525,4.877551020408163,4.744897959183675,4.612244897959184,4.479591836734693,4.346938775510204,4.214285714285716,4.081632653061226,3.9489795918367374,3.816326530612248,3.690476190476191,3.571428571428571,3.4523809523809526,3.333333333333334,3.2380952380952395,3.142857142857143
